Time,Voltage,Current,Frequency,Temperature,Fault,Confidence,Grid Health,Shutdown,Area ID,Line ID,Asset ID
09-07-2026 12:33:50,150.0,2.0,49.0,30.0,Undervoltage,100.0,50,YES,Unknown,Unknown,Unknown
09-07-2026 12:34:15,300.0,10.0,55.0,30.0,Overvoltage,88.0,40,YES,Unknown,Unknown,Unknown
09-07-2026 13:21:56,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 14:43:08,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 14:43:32,237.0,7.42,49.94,54.0,Normal,54.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 14:43:37,227.0,3.46,50.0,46.0,Normal,53.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 14:43:39,224.0,6.26,50.06,46.0,Normal,54.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 14:43:42,222.0,7.14,50.17,50.0,Normal,54.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 14:43:43,238.0,7.66,49.83,37.0,Normal,80.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 14:43:45,225.0,13.55,49.87,55.0,Overload,99.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 15:20:42,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:21,229.0,8.12,50.04,46.0,Normal,51.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:23,227.0,3.89,50.02,36.0,Normal,78.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:25,235.0,9.59,50.19,28.0,Normal,62.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:27,226.0,9.45,50.1,37.0,Normal,51.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:29,234.0,6.46,50.07,55.0,Normal,54.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:30,222.0,5.99,50.1,29.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:32,238.0,3.7,49.93,28.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:33,238.0,3.54,50.11,39.0,Normal,55.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:35,238.0,5.48,49.96,29.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:37,236.0,8.35,49.89,30.0,Normal,88.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:38,235.0,8.1,49.91,34.0,Normal,88.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 15:23:39,239.0,10.14,50.05,33.0,Overload,68.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 16:00:45,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:00:49,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:01:01,226.0,8.43,49.9,25.0,Normal,88.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:01:06,230.0,12.74,49.89,28.0,Overload,68.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 16:02:23,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:02:26,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:02:30,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:02:31,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:02:38,223.0,8.99,49.94,36.0,Normal,76.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:05:35,221.0,4.79,49.85,52.0,Normal,53.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:05:49,229.0,9.46,49.96,28.0,Normal,62.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:05:50,224.0,7.87,50.03,27.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 16:05:54,229.0,10.85,50.03,31.0,Overload,68.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 18:37:54,232.0,9.44,49.86,52.0,Normal,41.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 19:10:06,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 19:11:46,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 19:14:20,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 19:27:12,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 19:27:37,150.86,15.0,50.0,30.0,Overload,59.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 19:28:20,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 19:28:25,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 19:40:36,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 19:40:50,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 19:45:57,0.0,0.0,0.0,28.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 19:56:31,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
09-07-2026 19:57:05,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 21:34:31,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 21:40:24,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 21:44:36,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 21:50:33,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 21:51:13,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 21:52:54,275.0,15.0,50.0,45.0,Overload,66.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 21:55:18,275.0,15.0,50.0,45.0,Overload,66.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 21:57:42,150.0,2.0,50.0,32.0,Undervoltage,100.0,50,YES,Unknown,Unknown,Unknown
09-07-2026 21:59:56,275.0,15.0,50.0,45.0,Overload,66.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 22:02:16,275.0,15.0,50.0,30.0,Overload,65.0,45,YES,Unknown,Unknown,Unknown
09-07-2026 22:02:41,150.0,2.0,50.0,30.0,Undervoltage,100.0,50,YES,Unknown,Unknown,Unknown
09-07-2026 22:03:06,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
09-07-2026 22:03:33,290.0,10.0,80.0,30.0,Overvoltage,99.0,40,YES,Unknown,Unknown,Unknown
14-07-2026 22:06:46,315.0,17.78,50.12,26.8,Overload,65.0,45,YES,Unknown,Unknown,Unknown
14-07-2026 22:07:36,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
14-07-2026 22:17:13,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
14-07-2026 22:22:10,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
14-07-2026 22:24:03,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
14-07-2026 22:24:09,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
14-07-2026 22:27:32,315.0,17.46,49.93,29.4,Overload,65.0,45,YES,Unknown,Unknown,Unknown
15-07-2026 18:23:58,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
16-07-2026 19:42:08,230.9,4.73,50.17,29.6,Normal,100.0,100,NO,Unknown,Unknown,Unknown
16-07-2026 19:45:37,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
16-07-2026 19:51:38,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
16-07-2026 22:37:22,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
21-07-2026 21:45:27,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
21-07-2026 21:46:33,227.3,24.0,50.26,30.3,Overload,75.0,45,YES,Unknown,Unknown,Unknown
21-07-2026 21:48:51,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
21-07-2026 22:01:48,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
21-07-2026 22:03:39,221.0,9.14,50.15,35.0,Normal,72.0,100,NO,Unknown,Unknown,Unknown
23-07-2026 18:49:50,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
23-07-2026 18:51:26,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
23-07-2026 21:31:53,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
23-07-2026 22:37:45,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
23-07-2026 22:44:59,221.0,10.27,49.95,39.0,Overload,93.0,45,YES,Unknown,Unknown,Unknown
24-07-2026 15:05:13,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
24-07-2026 15:09:01,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
24-07-2026 15:12:32,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
25-07-2026 10:50:14,240.9,5.98,49.96,30.3,Normal,100.0,100,NO,Unknown,Unknown,Unknown
25-07-2026 10:50:46,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
25-07-2026 11:11:43,182.5,0.0,50.01,32.9,Undervoltage,63.0,50,YES,Unknown,Unknown,Unknown
25-07-2026 11:11:48,186.0,2.0,50.18,33.0,Undervoltage,100.0,50,YES,Unknown,Unknown,Unknown
25-07-2026 11:11:53,185.3,2.28,50.14,33.2,Undervoltage,100.0,50,YES,Unknown,Unknown,Unknown
25-07-2026 11:12:08,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
25-07-2026 11:12:10,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
25-07-2026 11:12:26,187.0,24.0,50.22,32.5,Overload,59.0,45,YES,Unknown,Unknown,Unknown
25-07-2026 11:32:04,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
25-07-2026 11:35:08,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
25-07-2026 11:36:24,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
25-07-2026 11:44:00,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
25-07-2026 11:47:35,0.0,0.0,0.0,0.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
25-07-2026 11:51:10,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
25-07-2026 12:28:11,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
25-07-2026 12:52:43,0.0,0.0,0.0,30.0,Line Break,100.0,20,YES,Unknown,Unknown,Unknown
26-08-2026 20:55:43,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 13:03:39,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 13:06:41,179.99,5.0,50.0,30.0,Undervoltage,98.0,50,YES,Unknown,Unknown,Unknown
18-09-2026 13:12:44,99.0,5.0,50.0,30.0,Undervoltage,98.0,50,YES,Unknown,Unknown,Unknown
18-09-2026 13:41:00,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
